year,term,college,subject,subject_name,number,name,description,credit_hours,gen_ed,gen_ed_name,crn,section,section_info,section_notes,section_attributes,section_capp_area,section_co_request,section_special_approval,part_of_term,start_date,end_date,meeting,type,type_name,start_time,end_time,days,room,building,instructor
2018,Winter,KM,BADM,Business Administration,380,International Business,"Introduces the field of international business and management. Examines the economic, political, and legal environments of international business. Analyzes differences in financial management, marketing, and management practices for firms doing business abroad.",3 hours.,,Quantitative Reasoning II,10017,A  ,Please be aware this course will be cancelled if a 20 student minimum enrollment is not met.   Please find information about the online course here: http://publish.illinois.edu/onlinestudentorientation/.,,,,,,1,2017-12-22Z,2018-01-13Z,0,ONL,Online,ARRANGED,,,,,"Bucheli, M"
2018,Winter,KY,CHLH,Community Health,100,Contemporary Health,"Examines concepts of health and health promotion in contemporary society with emphasis on a healthy lifestyle for individuals and groups. Topics include self care, health insurance, exercise, nutrition and weight control, sexuality, contraception, tobacco, alcohol, cardiovascular health, infectious diseases, and cancer.",3 hours.,1SS,Social & Beh Sci - Soc Sci,10028,ON ,"Even though you see Departmental Approval Required, registration will close at 9 AM on the first day of instruction and no overrides will be provided after that time.  It takes 24 hours after registering for this course to show up on compass.",,Social & Beh Sci - Soc Sci course.,,,,1,2017-12-22Z,2018-01-13Z,0,ONL,Online,ARRANGED,,,,,"Trask, J"
2018,Winter,KP,CS,Computer Science,199,Undergraduate Open Seminar in Computer Science,Topics vary. Approved for Letter and S/U grading. May be repeated.,0 TO 5 hours.,,Social & Beh Sci - Soc Sci,10030,GAM,,,,,,,1,2017-12-22Z,2018-01-13Z,0,ONL,Online,ARRANGED,,,,,"Shaffer, E"
2018,Winter,KR,DANC,Dance,100,Intro to Contemporary Dance,"Overview of major works, figures, and trends responsible for shaping dance as an evolving contemporary art form. The course will have lecture, viewing, discussion and experiential (studio participation) components. For non-dance majors.",3 hours.,1WCC,Cultural Studies - Western,10027,OL1,This online course will use Compass.,,"Humanities - Lit & Arts, and Cultural Studies - Western course.",,,,1,2017-12-22Z,2018-01-13Z,0,ONL,Online,ARRANGED,,,,,"Ferrell, R"
2018,Winter,KR,DANC,Dance,100,Intro to Contemporary Dance,"Overview of major works, figures, and trends responsible for shaping dance as an evolving contemporary art form. The course will have lecture, viewing, discussion and experiential (studio participation) components. For non-dance majors.",3 hours.,1LA,Humanities – Lit & Arts,10027,OL1,This online course will use Compass.,,"Humanities - Lit & Arts, and Cultural Studies - Western course.",,,,1,2017-12-22Z,2018-01-13Z,0,ONL,Online,ARRANGED,,,,,"Ferrell, R"
2018,Winter,KR,DANC,Dance,100,Intro to Contemporary Dance,"Overview of major works, figures, and trends responsible for shaping dance as an evolving contemporary art form. The course will have lecture, viewing, discussion and experiential (studio participation) components. For non-dance majors.",3 hours.,1WCC,Cultural Studies - Western,10027,OL1,This online course will use Compass.,,"Humanities - Lit & Arts, and Cultural Studies - Western course.",,,,1,2017-12-22Z,2018-01-13Z,0,ONL,Online,ARRANGED,,,,,"Maybee, C"
2018,Winter,KR,DANC,Dance,100,Intro to Contemporary Dance,"Overview of major works, figures, and trends responsible for shaping dance as an evolving contemporary art form. The course will have lecture, viewing, discussion and experiential (studio participation) components. For non-dance majors.",3 hours.,1LA,Humanities – Lit & Arts,10027,OL1,This online course will use Compass.,,"Humanities - Lit & Arts, and Cultural Studies - Western course.",,,,1,2017-12-22Z,2018-01-13Z,0,ONL,Online,ARRANGED,,,,,"Maybee, C"
2018,Winter,KV,ECON,Economics,102,Microeconomic Principles,"Introduction to the functions of individual decision-makers, both consumers and producers, within the larger economic system. Primary emphasis on the nature and functions of product markets, the theory of the firm under varying conditions of competition and monopoly, and the role of government in prompting efficiency in the economy. Credit is not given for ECON 102 and ACE 100.",3 hours.,1SS,Social & Beh Sci - Soc Sci,10019,ONL,,,Social & Beh Sci - Soc Sci course.,,,,1,2017-12-22Z,2018-01-13Z,0,ONL,Online,ARRANGED,,,,,"Vazquez, J"
2018,Winter,KV,ECON,Economics,103,Macroeconomic Principles,"Introduction to the theory of determination of total or aggregate income, employment, output, price levels, and the role of money in the economy. Primary emphasis on monetary and fiscal policy, inflation, unemployment, economic growth, and international economics.",3 hours.,1SS,Social & Beh Sci - Soc Sci,10020,ONL,,,Social & Beh Sci - Soc Sci course.,,,,1,2017-12-22Z,2018-01-13Z,0,ONL,Online,ARRANGED,,,,,"McDermott, E"
2018,Winter,KV,ECON,Economics,202,Economic Statistics I,"Introduction of basic concepts in statistics including the presentation of data, descriptive statistics, probability theory, discrete and continuous distributions, sampling distributions, estimation, and hypothesis testing. The approach of the class includes both learning the concepts behind basic statistics and also how to apply these concepts in ""real-life"" situations. Utilizes a practical project format. To complete the Business Statistics sequence, students must also complete ECON 203. Credit is not given for ECON 202 if credit for a college-level introductory statistics course such as PSYC 235, SOC 280, or STAT 100 has been earned. Prerequisite: Credit or registration in one of MATH 220, MATH 221, MATH 234.",3 hours.,1QR1,Quantitative Reasoning I,10051,ONL,"Most of this course will be very flexible in timing to accommodate students' schedules.  There are two fixed times for the midterm and the final exam.  The midterm exam will be held on January 2 from approximately 5-7pmCST and the final exam will be held on January 12 from approximately 5-7pmCST. All exams will be taken online using ProctorU. ProctorU is an online proctoring service that allows students to take exams remotely. Students will be responsible for the ProctorU exam charges (paid directly to ProctorU)~ cost is pending, but will follow the typical ProctorU pricing structure.",,Quantitative Reasoning I course.,,,,1,2017-12-22Z,2018-01-13Z,0,ONL,Online,ARRANGED,,,,,"Schultz, C"
2018,Winter,KV,ECON,Economics,203,Economic Statistics II,"Continuation of ECON 202. Builds upon point and interval estimation as well as hypothesis testing skills first introduced in ECON 202. Utilizes a practical project format to extend the student skill set to include simple and multiple linear regression and time series techniques. Prerequisite: ECON 202; one of MATH 220, MATH 221, MATH 234.",3 hours.,,Quantitative Reasoning I,10021,ONL,,,,,,,1,2017-12-22Z,2018-01-13Z,0,ONL,Online,ARRANGED,,,,,"Petry, J"
2018,Winter,KV,ECON,Economics,302,Inter Microeconomic Theory,"Microeconomic analysis including value and distribution theory; analysis of the pricing of the factors of production integrated in a micro-general equilibrium context which builds towards explaining the resource allocation process. Prerequisite: ECON 102 or equivalent. MATH 220, MATH 221, MATH 234 or equivalent.",3 hours.,,Quantitative Reasoning I,10026,ONL,,,,,,,1,2017-12-22Z,2018-01-13Z,0,ONL,Online,ARRANGED,,,,,"Buckley, B"
2018,Winter,KV,ECON,Economics,303,Inter Macroeconomic Theory,"The modern theory of the determination of the level and rate of growth of income, employment, output, and the price level; discusses alternate fiscal and monetary policies to facilitate full employment and economic growth. Prerequisite: ECON 102, ECON 103. Recommended: MATH 125; one of MATH 220, MATH 221, MATH 234.",3 hours.,,Quantitative Reasoning I,10052,ONL,,,,,,,1,2017-12-22Z,2018-01-13Z,0,ONL,Online,ARRANGED,,,,,"Petry, J"
2018,Winter,KV,ESE,"Earth, Society, and Environment",117,The Oceans,Same as GEOL 117. See GEOL 117.,3 hours.,1PS,Nat Sci & Tech - Phys Sciences,10050,A  ,"This section will have one proctored online exam which may carry additional fees.  Proctoring options include fee-based ProctorU, approved proctoring centers, and approved testing facilities that carry no fees.",,Nat Sci & Tech - Phys Sciences course.,,,,1,2017-12-22Z,2018-01-13Z,0,ONL,Online,ARRANGED,,,,,"Pettijohn, J"
2018,Winter,KV,ESE,"Earth, Society, and Environment",118,Natural Disasters,Same as GEOL 118 and GLBL 118. See GEOL 118.,3 hours.,1PS,Nat Sci & Tech - Phys Sciences,10008,A  ,"This section has one or more proctored exams, which may carry additional fees. For ProctorU technical specifications and additional information visit: http://citl.illinois.edu/services/for-students/proctoru.",,Nat Sci & Tech - Phys Sciences course.,,,,1,2017-12-22Z,2018-01-13Z,0,ONL,Online,ARRANGED,,,,,"Altaner, S"
2018,Winter,KV,ESE,"Earth, Society, and Environment",120,Severe and Hazardous Weather,Same as ATMS 120. See ATMS 120.,3 hours.,1PS,Nat Sci & Tech - Phys Sciences,10038,ONL,,,"Nat Sci & Tech - Phys Sciences, and Quantitative Reasoning II course.",,,,1,2017-12-22Z,2018-01-13Z,0,ONL,Online,ARRANGED,,,,,"Snodgrass, E"
2018,Winter,KV,ESE,"Earth, Society, and Environment",120,Severe and Hazardous Weather,Same as ATMS 120. See ATMS 120.,3 hours.,1QR2,Quantitative Reasoning II,10038,ONL,,,"Nat Sci & Tech - Phys Sciences, and Quantitative Reasoning II course.",,,,1,2017-12-22Z,2018-01-13Z,0,ONL,Online,ARRANGED,,,,,"Snodgrass, E"
2018,Winter,KV,ESE,"Earth, Society, and Environment",210,Social & Environmental Issues,Same as GEOG 210. See GEOG 210.,3 hours.,1SS,Social & Beh Sci - Soc Sci,10010,ONL,,,Social & Beh Sci - Soc Sci course.,,,,1,2017-12-22Z,2018-01-13Z,0,ONL,Online,ARRANGED,,,,,"Zaimi, R"
2018,Winter,KM,FIN,Finance,221,Corporate Finance,"Introductory study of corporate financial management, in particular how the financial manager's choices add value to shareholder wealth through investment financing and operating decisions. Prerequisite: Completion of ECON 102 or ECON 103.",3 hours.,,Social & Beh Sci - Soc Sci,10053,ONL,Seats will be opened up gradually during early registration to allow opportunity for all level of students. Students should periodically check the Course Explorer or Student Self-Service for open sections.,,,,,,1,2017-12-22Z,2018-01-13Z,0,ONL,Online,ARRANGED,,,,,"Dyer, M"
2018,Winter,KV,GEOG,Geography,204,Cities of the World,"In-depth exploration of global urbanization. Using a comparative regional approach, discuss the recent history of global urbanization, dissect its problems, and offer possible solutions. Approximately ten major regions of the world will be examined, exploring the significant  urban patterns and processes, built and natural environments, and social, economic, and cultural landscapes of each.",3 hours.,1SS,Social & Beh Sci - Soc Sci,10047,ONL,,,"Social & Beh Sci - Soc Sci, and Cultural Studies - Western course.",,,,1,2017-12-22Z,2018-01-13Z,0,ONL,Online,ARRANGED,,,,,"Tripathy, P"
2018,Winter,KV,GEOG,Geography,204,Cities of the World,"In-depth exploration of global urbanization. Using a comparative regional approach, discuss the recent history of global urbanization, dissect its problems, and offer possible solutions. Approximately ten major regions of the world will be examined, exploring the significant  urban patterns and processes, built and natural environments, and social, economic, and cultural landscapes of each.",3 hours.,1WCC,Cultural Studies - Western,10047,ONL,,,"Social & Beh Sci - Soc Sci, and Cultural Studies - Western course.",,,,1,2017-12-22Z,2018-01-13Z,0,ONL,Online,ARRANGED,,,,,"Tripathy, P"
2018,Winter,KV,GEOG,Geography,210,Social & Environmental Issues,"Introduction to the complex relationship between people and the natural environment from a social science perspective. Explores different approaches to environmental issues, and examines the role of population change, political economy, technologies, environmental policymaking, and social institutions in causing and resolving contemporary social and environmental global issues. Same as ESE 210.",3 hours.,1SS,Social & Beh Sci - Soc Sci,10004,ONL,,,Social & Beh Sci - Soc Sci course.,,,,1,2017-12-22Z,2018-01-13Z,0,ONL,Online,ARRANGED,,,,,"Zaimi, R"
2018,Winter,KV,GEOL,Geology,117,The Oceans,"Integrated introduction to oceanography and marine geology and geophysics. Topics include ocean-basin formation and evolution (in the context of plate tectonics), ocean ecology, the hydrologic cycle, water chemistry, currents and waves, the interaction of oceans with climate, coastal hazards, resources, pollution, and the Law of the Sea. Course is oriented toward students not majoring in science. Same as ESE 117.",3 hours.,1PS,Nat Sci & Tech - Phys Sciences,10049,A  ,"This section will have one proctored online exam which may carry additional fees.  Proctoring options include fee-based ProctorU, approved proctoring centers, and approved testing facilites that carry no fees.",,Nat Sci & Tech - Phys Sciences course.,,,,1,2017-12-22Z,2018-01-13Z,0,ONL,Online,ARRANGED,,,,,"Pettijohn, J"
2018,Winter,KV,GEOL,Geology,118,Natural Disasters,"Introduces the nature, causes, risks, effects, and prediction of natural disasters including earthquakes, volcanoes, landslides, subsidence, global climate change, severe weather, coastal erosion, floods, mass extinctions, and meteorite  impacts; covers scientific principles and case histories of natural disasters as well as human responses (societal impact, mitigation strategies, and public policy). Same as ESE 118 and GLBL 118.",3 hours.,1PS,Nat Sci & Tech - Phys Sciences,10007,A  ,"This section has one or more proctored exams, which may carry additional fees. For ProctorU technical specifications and additional information visit: http://citl.illinois.edu/services/for-students/proctoru.",,Nat Sci & Tech - Phys Sciences course.,,,,1,2017-12-22Z,2018-01-13Z,0,ONL,Online,ARRANGED,,,,,"Altaner, S"
2018,Winter,KV,GLBL,Global Studies,100,Intro to Global Studies,"Foundation course for understanding a range of contemporary issues and learning to analyze them from multiple disciplinary perspectives. Students consider globalizing trends within themes of wealth and poverty; population, cultures, and human rights; environment and sustainability; and governance, conflict, and cooperation. Course objectives are to enhance knowledge of human cultures, their interactions and impacts on the world; develop skills for successfully negotiating realities of contemporary societies; and promote values for global learning, diversity, and sustainable futures.",3 hours.,1SS,Social & Beh Sci - Soc Sci,10054,CF ,Course is asynchronous.,,"Social & Beh Sci - Soc Sci, and Cultural Studies - Western course.",,,,1,2017-12-22Z,2018-01-13Z,0,ONL,Online,ARRANGED,,,,,"Fogelman, C"
2018,Winter,KV,GLBL,Global Studies,100,Intro to Global Studies,"Foundation course for understanding a range of contemporary issues and learning to analyze them from multiple disciplinary perspectives. Students consider globalizing trends within themes of wealth and poverty; population, cultures, and human rights; environment and sustainability; and governance, conflict, and cooperation. Course objectives are to enhance knowledge of human cultures, their interactions and impacts on the world; develop skills for successfully negotiating realities of contemporary societies; and promote values for global learning, diversity, and sustainable futures.",3 hours.,1WCC,Cultural Studies - Western,10054,CF ,Course is asynchronous.,,"Social & Beh Sci - Soc Sci, and Cultural Studies - Western course.",,,,1,2017-12-22Z,2018-01-13Z,0,ONL,Online,ARRANGED,,,,,"Fogelman, C"
2018,Winter,KV,GLBL,Global Studies,118,Natural Disasters,Same as ESE 118 and GEOL 118. See GEOL 118.,3 hours.,1PS,Nat Sci & Tech - Phys Sciences,10009,A  ,"This section has one or more proctored exams, which may carry additional fees. For ProctorU technical specifications and additional information visit: http://citl.illinois.edu/services/for-students/proctoru.",,Nat Sci & Tech - Phys Sciences course.,,,,1,2017-12-22Z,2018-01-13Z,0,ONL,Online,ARRANGED,,,,,"Altaner, S"
2018,Winter,KV,GWS,Gender and Women's Studies,100,Intro Gender & Women's Studies,"Interdisciplinary introduction to the study of gender, women, and sexuality. Addresses issues such as social experience, representation and popular culture, femininities and masculinities, family structure, education, employment, economics, literature and the arts, religion, history, and technology. Explores interrelationships of race, ethnicity, sexuality, gender, ability, and age from a transnational perspective. Same as HDFS 140 and SOC 130.",3 hours.,1SS,Social & Beh Sci - Soc Sci,10042,AA ,Meets w/HDFS 140 (CRN 10043) and SOC 130 (CRN 10044),,Social & Beh Sci - Soc Sci course.,,,,1,2017-12-22Z,2018-01-13Z,0,ONL,Online,ARRANGED,,,,,"Cole, C"
2018,Winter,KV,GWS,Gender and Women's Studies,356,Sex & Gender in Popular Media,Same as MACS 356. See MACS 356.,3 hours.,1WCC,Cultural Studies - Western,10012,A  ,,,Cultural Studies - Western course.,,,,1,2017-12-22Z,2018-01-13Z,0,ONL,Online,ARRANGED,,,,,"Grosse, M"
2018,Winter,KL,HDFS,Human Development and Family Studies,140,Intro Gender & Women's Studies,Same as GWS 100 and SOC 130. See GWS 100.,3 hours.,1SS,Social & Beh Sci - Soc Sci,10043,AA ,Meets w/GWS 100 (CRN 10042) and SOC 130 (CRN 10044),,Social & Beh Sci - Soc Sci course.,,,,1,2017-12-22Z,2018-01-13Z,0,ONL,Online,ARRANGED,,,,,"Cole, C"
2018,Winter,KT,MACS,Media and Cinema Studies,356,Sex & Gender in Popular Media,"Examines the notion that the mass media influence our development as gendered individuals, looking at those who argue for and against this notion. Considers different forms of feminist theory applied to the study of mass media, the history and scholarly criticisms of the media and their portrayal of women, and feminist attempts to create alternatives to mainstream media images. Throughout, the course considers representation of minorities in the dominant media and examines newly created alternative representations. Same as GWS 356.",3 hours.,1WCC,Cultural Studies - Western,10011,A  ,,,Cultural Studies - Western course.,,,,1,2017-12-22Z,2018-01-13Z,0,ONL,Online,ARRANGED,,,,,"Grosse, M"
2018,Winter,KR,MUS,Music,130,Introd to the Art of Music,"Provides non-music majors with basic listening skills, the ability to discuss music intelligently, and an acquaintance with many types of music. Prerequisite: For non-music majors only.",3 hours.,1WCC,Cultural Studies - Western,10031,A  ,"Provides non-music majors with basic listening skills, the ability to discuss music intelligently, and an acquaintance with many types of music. NOTE:  This course will be run completely online through Compass.   **More sections may be added depending on demand for this course.",,"Humanities - Lit & Arts, and Cultural Studies - Western course.",,,,1,2017-12-22Z,2018-01-13Z,0,ONL,Online,ARRANGED,,,,,"Magee, G"
2018,Winter,KR,MUS,Music,130,Introd to the Art of Music,"Provides non-music majors with basic listening skills, the ability to discuss music intelligently, and an acquaintance with many types of music. Prerequisite: For non-music majors only.",3 hours.,1LA,Humanities – Lit & Arts,10031,A  ,"Provides non-music majors with basic listening skills, the ability to discuss music intelligently, and an acquaintance with many types of music. NOTE:  This course will be run completely online through Compass.   **More sections may be added depending on demand for this course.",,"Humanities - Lit & Arts, and Cultural Studies - Western course.",,,,1,2017-12-22Z,2018-01-13Z,0,ONL,Online,ARRANGED,,,,,"Magee, G"
2018,Winter,KV,PHIL,Philosophy,102,Logic and Reasoning,"Practical study of logical reasoning; techniques for analyzing and criticizing arguments, with emphasis on assessing the logical coherence of what we read and write.",3 hours.,1HP,Humanities – Hist & Phil,10046,DG ,,,Humanities - Hist & Phil course.,,,,1,2017-12-22Z,2018-01-13Z,0,ONL,Online,ARRANGED,,,,,"Gilbert, D"
2018,Winter,KV,PS,Political Science,224,Politics of the National Parks,"Examines the politics of national parks in the United States, including creation of parks, local support or opposition to parks, and park policy as well as policy questions such as the value of wilderness ecosystem management, endangered species protection, and role of parks in national identity and remembrance of events such as the Civil War, the Indian wars, or the civil rights movement. Same as RST 224. Additional fees may apply. See Class Schedule. May be repeated in separate terms to a maximum of 10 hours.",2 OR 3 hours.,1SS,Social & Beh Sci - Soc Sci,10029,A  ,,,Social & Beh Sci - Soc Sci course.,,,,1,2017-12-22Z,2018-01-13Z,0,ONL,Online,ARRANGED,,,,,"Paschall, C"
2018,Winter,KV,PSYC,Psychology,100,Intro Psych,"Study of human behavior with special reference to perception, learning, memory, thinking, emotional life, and individual differences in intelligence, aptitude, and personality; emphasis on the scientific nature of psychological investigations; and discussion of research methods and the relation of their results to daily life and everyday problems. Lectures, discussions, and six hours of participation as a subject in psychological experiments. Credit is not given for both PSYC 100 and either PSYC 103 or PSYC 105.",4 hours.,1BSC,Social & Beh Sci - Beh Sci,10034,A  ,,,Social & Beh Sci - Beh Sci course.,,,,1,2017-12-22Z,2018-01-13Z,0,ONL,Online,ARRANGED,,,,,"Shenouda, C"
2018,Winter,KY,RST,"Recreation, Sport, and Tourism",100,RST in Modern Society,"Central issues in defining leisure; historical, philosophical, sociological, psychological, and economic approaches to understanding leisure behavior, its meanings, social contexts, and personal and social resources.",3 hours.,1SS,Social & Beh Sci - Soc Sci,10041,ONL,,,Social & Beh Sci - Soc Sci course.,,,,1,2017-12-22Z,2018-01-13Z,0,ONL,Online,ARRANGED,,,,,"Shinew, K"
2018,Winter,KV,SOC,Sociology,100,Introduction to Sociology,"Examination of how societies grow and change; reciprocal effects of economic, political, community, familial, and scientific institutions on each other and on individual life changes; and social conflict, problems of bureaucratic growth and planned and unplanned social change.",4 hours.,1SS,Social & Beh Sci - Soc Sci,10018,ONL,"Seats will be opened up gradually during early registration to allow opportunity for all level of students.  Students should periodically check the Course Explorer or Student Self-Service for open seats.  More detailed information about this course is available at: faculty.las.illinois.edu/djs (follow the link)  The Winter Term is very compressed: Students are expected to do four months of work in just one month. You should only take this course if you can devote four times as much time to this class every day as you would spend on an average day in a sixteen-week semester course. There are holidays during the Winter Term (Christmas Day and New Year's Day), but otherwise expect to spend some time online every day of Winter Term, and to be working every day (reading, thinking, &tc.) offline as well.  http://courses.atlas.illinois.edu/winter2017-2018/SOC/SOC100ONL/",,Social & Beh Sci - Soc Sci course.,,,,1,2017-12-22Z,2018-01-13Z,0,ONL,Online,ARRANGED,,,,,"Steward, D"
2018,Winter,KV,SOC,Sociology,101,Sociology of Gender,"An exploration of current questions of gender and their applications to students today. The course will focus primarily on the United States emphasizing individual, interactional, and institutional aspects of the social world. Topics for study include sociological research on femininities, masculinities, gendered bodies, socialization, work, family, politics, sport, and sexualities.",3 hours.,1SS,Social & Beh Sci - Soc Sci,10048,01 ,,,Social & Beh Sci - Soc Sci course.,,,,1,2017-12-22Z,2018-01-13Z,0,ONL,Online,ARRANGED,,,,,"Krueger, J"
2018,Winter,KV,SOC,Sociology,130,Intro Gender & Women's Studies,Same as GWS 100 and HDFS 140. See GWS 100.,3 hours.,1SS,Social & Beh Sci - Soc Sci,10044,AA ,Meet w/GWS 100 (CRN 10042) and HDFS 140 (CRN 10043),,Social & Beh Sci - Soc Sci course.,,,,1,2017-12-22Z,2018-01-13Z,0,ONL,Online,ARRANGED,,,,,"Cole, C"
2018,Winter,KV,SPAN,Spanish,130,Intermediate Spanish,"Continued development of reading, writing and conversational skills. This is considered a third level course for purposes of fulfilling the University General Education Language requirement. Credit is not given for both SPAN 130 and SPAN 103. Prerequisite: SPAN 122 or equivalent placement score.",4 hours.,,Social & Beh Sci - Soc Sci,10039,A  ,"""This course requires several videochat sessions in small groups arranged according to students' schedules.""",,,,,,1,2017-12-22Z,2018-01-13Z,0,ONL,Online,ARRANGED,,,,,"Gonzalez Boluda, M"
